1
717 824 878  374
40
328 321 67  205 480
306 108 324  75 63
132 404 384  477 86
109 68 358  303 4
60 35 373  146 436
152 32 332  333 313
144 245 72  315 370
154 325 427  105 347
127 247 292  460 310
440 470 298  2 377
244 421 37  187 62
268 471 132  390 453
498 368 246  433 412
395 90 116  430 157
469 184 30  113 58
273 18 397  451 207
217 453 259  203 301
262 387 163  40 465
33 195 50  39 295
267 57 261  289 339
243 313 400  437 293
74 408 369  27 168
187 121 85  9 467
424 372 323  191 366
162 255 184  297 355
477 41 75  145 26
273 117 378  470 216
125 413 153  230 453
176 147 461  151 474
398 386 353  451 42
71 56 497  129 182
427 350 202  24 441
366 146 363  482 459
486 133 39  100 459
477 300 243  148 284
172 390 186  442 436
185 180 42  13 198
64 83 42  331 250
122 85 361  341 124
25 399 233  72 101
