1
906 842 840  548
40
221 36 59  285 22
206 151 191  225 82
145 390 31  157 338
121 244 60  266 135
493 188 256  206 185
107 112 62  147 3
219 164 232  120 176
134 437 272  344 244
154 219 120  106 481
355 453 476  473 74
482 362 134  183 289
398 413 222  324 40
171 494 237  246 471
193 175 70  91 270
270 406 379  426 39
348 57 82  276 129
204 300 486  136 235
28 119 129  452 489
469 130 193  59 38
343 369 386  197 354
231 50 68  432 148
151 41 144  265 203
107 301 213  380 378
292 470 462  355 215
451 320 482  298 130
220 70 86  135 342
418 297 115  288 403
96 280 280  153 164
284 305 248  267 368
191 215 313  219 365
461 140 284  194 462
188 166 68  32 460
388 113 463  492 496
385 28 183  109 476
374 38 456  69 245
321 66 236  339 149
56 37 305  281 327
364 353 436  142 151
273 173 182  224 77
56 259 104  209 382
