1
848 752 726  910
30
215 355 225  333 89
227 405 302  162 232
415 310 33  420 498
46 52 164  48 494
196 29 430  303 490
6 166 107  447 77
328 203 428  349 197
390 218 89  234 11
266 267 358  152 87
283 487 141  172 451
208 71 51  289 331
160 397 60  111 102
138 69 142  319 45
310 71 430  309 352
418 326 309  171 352
212 150 22  103 407
236 221 288  436 209
129 268 279  72 62
388 486 422  134 21
279 159 149  119 286
148 229 424  413 363
124 258 199  48 173
63 279 206  62 406
324 126 182  472 268
308 195 207  285 428
174 273 17  426 34
114 302 454  346 423
275 386 259  471 33
331 417 125  231 460
476 228 491  449 425
