1
850 653 601  382
40
315 298 101  368 354
427 56 200  65 451
157 253 130  491 399
135 154 488  315 472
123 469 48  463 439
206 177 455  408 431
481 152 267  90 188
263 292 154  9 439
236 222 173  420 92
320 152 227  293 56
91 253 286  208 462
112 96 200  151 138
103 419 353  398 427
295 161 293  106 67
112 212 137  258 125
141 62 330  481 123
384 429 424  246 344
296 268 229  237 156
406 56 224  472 466
209 112 490  248 216
326 335 494  231 155
1 189 140  183 237
270 451 7  14 171
72 444 200  203 379
335 203 3  461 228
437 173 455  103 89
235 393 55  22 207
63 62 137  108 313
436 491 98  190 267
382 243 104  65 100
256 106 72  351 467
312 315 253  192 214
153 207 208  82 227
88 452 355  224 383
484 173 176  301 445
104 229 86  255 270
325 325 270  38 209
101 303 16  203 50
406 152 279  149 54
27 163 387  57 67
