15
913 910 933  234
542 684 495  187
762 406 880  268
545 710 812  912
802 667 475  333
994 756 570  599
719 872 795  160
458 904 906  215
571 580 900  316
609 842 867  672
606 717 662  498
863 617 768  700
945 957 638  951
419 736 990  712
498 714 685  989
40
428 603 654  63 117
613 238 545  2 129
57 316 100  184 256
558 481 395  200 115
54 160 400  158 222
800 649 453  282 22
590 358 335  20 112
490 345 488  131 110
307 5 787  231 252
287 545 710  154 164
193 320 540  241 217
149 530 119  28 82
208 140 345  228 300
257 757 624  261 69
362 119 552  286 62
482 527 270  21 254
677 154 159  193 51
195 607 487  228 199
191 515 51  131 239
234 173 642  211 196
464 673 323  256 220
306 329 631  70 83
455 548 170  72 178
734 619 367  41 264
578 274 797  141 221
728 529 728  213 264
16 368 151  88 62
737 451 664  211 213
26 561 760  288 254
421 435 284  242 176
88 565 184  73 32
417 42 300  91 257
3 324 359  56 86
462 193 459  62 197
164 187 332  268 150
462 481 442  29 108
307 51 773  152 285
250 240 354  178 241
639 93 709  32 25
788 672 675  158 268
