5
535.20 780.00 892.80  610.80
986.40 1119.60 542.40  454.80
523.20 643.20 609.60  1045.20
686.40 781.20 738.00  802.80
950.40 872.40 668.40  454.80
20
408 528 768  140 88
170 97 372  110 276
486 596 406  141 103
220 237 563  184 300
502 377 373  201 156
34 573 518  16 16
161 279 663  292 91
681 752 780  187 258
651 350 141  289 213
572 242 278  248 180
97 490 413  254 104
699 361 638  104 87
196 485 710  69 116
294 646 82  154 42
345 671 518  219 148
370 205 326  287 41
798 446 605  52 234
131 547 545  248 51
327 577 263  155 69
326 129 343  24 289
