1
772 825 731  776
30
380 65 342  137 191
78 298 396  135 272
475 229 477  249 270
213 118 103  297 233
206 318 46  441 68
493 113 495  294 419
19 141 150  299 335
153 198 327  252 299
425 244 329  465 201
426 219 329  46 369
242 248 55  379 302
96 325 236  12 377
96 284 131  430 359
236 199 153  347 103
351 130 224  132 91
56 180 499  155 113
441 212 140  426 34
414 75 272  136 363
222 300 10  388 486
499 213 258  348 198
112 23 101  257 157
432 487 218  268 176
103 144 135  361 179
81 317 27  116 211
489 352 498  110 262
165 397 469  148 207
395 62 31  209 297
131 113 247  157 166
120 43 151  215 479
111 390 483  423 263
