1
743 938 987  717
30
309 496 353  319 18
331 444 137  167 232
168 350 450  239 450
276 314 114  62 299
21 490 474  483 31
428 327 18  117 194
224 478 297  180 336
147 98 421  421 481
487 121 142  380 150
446 9 189  117 270
419 416 384  281 282
291 244 339  384 358
314 134 291  73 403
190 21 53  301 289
220 156 265  10 489
423 490 27  380 286
288 41 476  10 89
447 244 15  350 304
176 215 404  258 203
33 471 466  438 227
2 169 499  492 371
9 285 185  184 373
175 192 145  212 369
13 296 205  13 196
48 84 383  121 428
348 155 450  398 221
63 400 38  447 344
182 383 180  237 407
209 497 182  362 309
247 303 131  340 214
